,antro01,antro1,antro10,antro100,nemo,epia,munich,usdrydep,maud,zep,maxdep,SSP119,SSP434,SSP585
OSLOCTM,1.4645748747885994,1.4645748747885994,1.4645748747885994,1.4645748747885994,1.4645748747885994,1.4645748747885994,1.4645748747885994,1.4645748747885994,1.4645748747885994,1.4645748747885994,1.4645748747885994,1.515512075091416,1.7124353899641656,1.6742795620790365
