,antro01,antro1,antro10,antro100,nemo,epia,munich,usdrydep,maud,zep,maxdep,SSP119,SSP434,SSP585
OSLOCTM,0.9247188567192295,0.9247748777371196,0.9259644014841611,0.9372847382781231,1.090352142582792,0.8280021559085219,0.8865349886515593,0.7551305396113929,1.1018590257043805,0.8902254834378348,0.8495573479475321,0.9381979723124131,0.9291988073007077,0.9269659927333277
